showid,uniqueid,songid,set,position,transition,isreprise,isjam,isjamchart,jamchart_description,tracktime,gap,is_original,soundcheck,footnote,exclude
1252953568,47290,130,2,15,2,0,0,0,,,15,1,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47291,653,2,16,2,0,0,0,,,7,1,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47292,696,2,17,2,0,0,0,,,6,0,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47293,136,2,18,2,0,0,0,,,14,0,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47294,696,2,19,1,0,0,0,,,0,0,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47295,262,2,20,5,0,0,0,,,30,0,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47296,512,e,21,1,0,0,0,,,4,1,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953568,47297,24,e,22,6,0,0,0,,,5,0,"Funky Bitch, Ginseng Sullivan, My Generation, Daniel Saw the Stone > Rock Lobster, Horn, Blues Jam",,0
1252953850,20506,483,1,1,1,0,0,0,,,3,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20507,490,1,2,1,0,0,0,,,5,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20508,245,1,3,2,0,0,0,,,5,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20509,161,1,4,1,0,0,0,,,3,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20510,239,1,5,1,0,0,0,,,10,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20511,307,1,6,1,0,0,0,,,4,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20512,542,1,7,1,0,0,0,,,2,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20513,364,1,8,1,0,0,0,,,3,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20514,108,1,9,1,0,0,0,,,2,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20515,546,1,10,4,0,0,0,,,3,0,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20516,609,2,11,3,0,0,1,"Intense, well played version approaches the conclusion, and then morphs into an eerie, psychedelic 5 minute exploration that gains some propulsion before a -&gt; into the &quot;Fleezer,&quot; a monster version of &quot;Tweezer.&quot;",,2,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20517,311,2,12,3,0,0,1,"-> in from ""Theme From The Bottom."" An eerie, psychedelic jam follows ""Theme,"" gains some propulsion, and -> to the ""Fleezer,"" a monster 45 minute ""Tweezer"" -> ""Tweezer Reprise"" combination.",,31,0,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20518,627,2,13,3,0,0,1,"The Finger Lakes ""FLeezer."" Another masterpiece of Phish improv that segues into ""Tweeprise."" Must-f'ing-hear. Includes Fish on vacuum for a spell, and a ""My Generation"" jam.",,3,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",Fish on vacuum.,0
1252953850,20519,628,2,14,5,0,0,1,"-> in from ""Tweezer"" to close out the famed ""Fleezer.""",,6,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20520,10,e,15,1,0,0,0,,,2,1,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252953850,20521,661,e,16,6,0,0,0,,,6,0,"Funky Bitch, Ginseng Sullivan, Dog Log, Shaggy Dog > Jam, Acoustic Army",,0
1252954514,47354,508,1,1,2,0,0,0,,,3,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47355,110,1,2,1,0,0,0,,,2,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47356,442,1,3,1,0,0,0,,,2,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47357,455,1,4,1,0,0,1,"""Plinko"" play from Trey, periodically offset by strumming, jumpstarts the jam, and works to create incredible syncopation. Predictably great guitar is matched by Mike, with the two musicians not so much dueling, as driving the version through any number of impressive ideas and rhythmic shifts. Great and unpredictable improvisation follows, with all four members contributing in equal measure, as if exacting a singular vision.",,3,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",No whistling.,0
1252954514,47358,223,1,5,2,0,0,0,,,2,0,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47359,215,1,6,2,0,0,0,,,5,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47360,558,1,7,1,0,0,0,,,2,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47361,690,1,8,4,0,0,1,THRILLING jam!,,3,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47362,479,2,9,3,0,0,1,"Red hot, strong, compact, and unusual second set opener, Fish, direct from the vocals, drives strong and Impassioned play, the four Creating a controlled cacophony (typical fare for the year), with Mike holding some great notes and igniting great patterned play, page Pounding his keys before Trey alights on a riff which rises to break free to inform incendiary soloing.  Play gets really cool as the band drives to a false peak and the jam becomes demented, an extended passage of ""not at all what's expected,'"" before the traditional spirited release -> into ""The Lizards.""  ",,5,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47363,586,2,10,1,0,0,0,,,8,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47364,607,2,11,1,0,0,0,,,6,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47365,478,2,12,1,0,0,1,"1995's most exploratory, improvisational version. One of the ""Antelope"" clan which weaves back and forth between familiar ground and improvisation. The jam here gets out into some spacey and eerie Summer '95-style territory.",,3,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954514,47366,249,2,13,3,0,0,0,,,30,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",Unfinished; with verse of Abba's Waterloo.,0
1252954514,47367,311,2,14,3,0,0,1,"John Popper on harmonica. -> in from ""Harpua,"" during which Jimmy decides he hates the band Abba, and needs to listen to some rocking harmonica music, which is precisely what this jam is. -> to ""Llama.""",,1,0,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",John Popper on harmonica.,0
1252954514,47368,345,2,15,1,0,0,0,,,2,1,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",John Popper on harmonica.,0
1252954514,47369,235,2,16,5,0,0,0,,,11,0,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",John Popper on harmonica.,0
1252954514,47370,6,e,17,6,0,0,0,,,3,0,"Blues Jam > Goin' Down Slow > Heartbreaker, Nellie Kane, My Sweet One > My Sweet One Refrain Medley > Ring of Fire, Acoustic Army",,0
1252954984,20557,195,1,1,2,0,0,0,,,5,1,,Trey sang verses through megaphone.,0
1252954984,20558,462,1,2,1,0,0,0,,,4,1,,,0
1252954984,20559,531,1,3,1,0,0,0,,,3,1,,,0
1252954984,20560,318,1,4,1,0,0,1,"Straightforward, but for a song that is already predictably intense, this one raises that bar several notches.",,5,1,,,0
1252954984,20561,227,1,5,1,0,0,0,,,15,1,,,0
1252954984,20562,392,1,6,1,0,0,0,,,5,1,,,0
1252954984,20563,538,1,7,1,0,0,1,"Another very good Summer '95 version, loaded with tension and with a psychological edginess to it.",,5,1,,,0
1252954984,20564,582,1,8,2,0,0,0,,,8,1,,,0
1252954984,20565,507,1,9,1,0,0,0,,,8,1,,,0
1252954984,20566,603,1,10,4,0,0,0,,,6,1,,,0
1252954984,20567,21,2,11,2,0,0,0,,,8,0,,,0
1252954984,20568,246,2,12,2,0,0,0,,,3,1,,,0
1252954984,20569,148,2,13,1,0,0,1,"Simultaneously rocking and dark, with 3 distinct and excellent movements, and with a psychological edge like many top Summer '95 jams.",,4,1,,,0
1252954984,20570,338,2,14,1,0,0,0,,,12,1,,,0
1252954984,20571,545,2,15,1,0,0,0,,,5,1,,,0
1252954984,20572,250,2,16,1,0,0,1,"A really beautiful quiet section at first, then the power starts to build, but ever so gradually. False peak > Real peak ending.",,5,1,,,0
1252954984,20573,10,2,17,1,0,0,0,,,2,1,,,0
1252954984,20574,546,2,18,1,0,0,0,,,2,0,,,0
1252954984,20575,234,2,19,5,0,0,0,,,9,1,,,0
1252954984,20576,79,e,20,6,0,0,0,,,6,0,,,0
1252955261,100636,686,1,1,2,0,0,0,,,7,0,,,0
1252955261,100637,8,1,2,2,0,0,1,"> in from ""Ya Mar."" Exceptionally well-played straightforward version. Trey shreds. > to ""Taste.""",,5,1,,,0
1252955261,100638,558,1,3,2,0,0,0,,,2,1,,,0
1252955261,100639,609,1,4,1,0,0,0,,,3,1,,,0
1252955261,100640,297,1,5,2,0,0,0,,,4,1,,,0
1252955261,100641,525,1,6,2,0,0,0,,,5,1,,,0
1252955261,100642,161,1,7,1,0,0,0,,,3,1,,,0
1252955261,100643,276,1,8,1,0,0,0,,,4,1,,,0
1252955261,100644,529,1,9,4,0,0,0,,,4,1,,,0
1252955261,100645,364,2,10,2,0,0,1,"Awesome Page, and with a ""Taps"" tease by Trey. Suffice it to say that this is one HELL of a way to start a 2nd set.",,3,1,,,0
1252955261,100646,483,2,11,1,0,0,0,,,3,1,,,0
1252955261,100647,490,2,12,1,0,0,0,,,3,1,,,0
1252955261,100648,381,2,13,3,0,0,1,"The 1st jam features some Eastern sounding notes and scales and is relatively brief. The 2nd begins is an intense, pulsing and rocking mode. The jamming gradually settles down into quiet exploration, which then grows eerie, gains power and a pulse and -> ""WDWDIITR.""",,4,1,,,0
1252955261,100649,670,2,14,2,0,0,0,,,20,0,,,0
1252955261,100650,696,2,15,2,0,0,0,,,4,0,,,0
1252955261,100651,311,2,16,3,0,0,1,"A brief, intense Fish and Page led jam develops at the end of ""HYHU"" and -> to ""Weekapaug Groove.",,2,0,,,0
1252955261,100652,653,2,17,1,0,0,1,"A strong, straightforward breakdown jam features solid play by Page and Mike. Teases of ""Mainstreet"" (Bob Seger) and ""Dreaming"" (Blondie) add extra mustard.",,4,1,,,0
1252955261,100653,24,2,18,1,0,0,0,,,4,0,,,0
1252955261,100654,108,2,19,5,0,0,0,,,3,1,,,0
1252955261,100655,84,e,20,1,0,0,0,,,8,1,,,0
1252955261,100656,512,e,21,6,0,0,0,,,4,1,,,0
1252955457,92941,397,1,1,1,0,0,0,,,9,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92942,170,1,2,1,0,0,0,,,10,0,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92943,48,1,3,1,0,0,0,,,5,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92944,404,1,4,2,0,0,0,,,10,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92945,602,1,5,1,0,0,0,,,24,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92946,401,1,6,1,0,0,0,,,8,0,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92947,307,1,7,2,0,0,0,,,4,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92948,163,1,8,2,0,0,0,,,8,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92949,562,1,9,2,0,0,0,,,6,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92950,440,1,10,4,0,0,1,"Super version with excellent stylistic variation by Trey, as well as ""DEG""-like playing and a cool ""Heartbreaker"" tease/jam. Trey's shape-shifting play recalls the excellent versions of '90 and '91.",,6,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92951,174,2,11,3,0,0,1,"Very exploratory, wide-ranging jam that is rhythmically oriented and, like other Summer '95 jams, has a psychological edginess to it. -> to an epic ""Free.""",,8,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",Unfinished.,0
1252955457,92952,215,2,12,2,0,0,1,"-> in from a great ""Down With Disease.""  Multi-movement masterpiece. Starts in typical (for 1995) style, but morphs into rhythmic, eerie and psychedelic piece. The jams then takes on a jazz-like vibe. After some quiet moments, picks up tempo and energy for a rocking, upbeat finale.",,3,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92953,438,2,13,2,0,0,0,,,6,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92954,690,2,14,1,0,0,1,"Excellent, intense version!",,3,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92955,542,2,15,2,0,0,0,,,4,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92956,478,2,16,5,0,0,1,"Largely straightforward, but blistering hot jam with great playing by Fish and Page.",,3,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92957,514,e,17,2,0,0,0,,,19,1,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252955457,92958,472,e,18,6,0,0,0,,,10,0,"Time Loves A Hero > Dog Log/Time Loves A Hero mashup, Nellie Kane, Santana Instrumental, Rocky Mountain Way",,0
1252956341,47430,38,1,1,2,0,0,0,,,12,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47431,209,1,2,1,0,0,1,"> in from ""Axilla (Part II)."" Both Page and Trey have unusually long solo sections.",,6,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47432,194,1,3,1,0,0,0,,,15,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47433,455,1,4,1,0,0,0,,,4,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",No whistling.,0
1252956341,47434,447,1,5,1,0,0,0,,,7,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47435,538,1,6,1,0,0,0,,,3,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47436,208,1,7,2,0,0,0,,,10,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47437,110,1,8,4,0,0,0,,,4,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47438,483,2,9,1,0,0,0,,,2,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47439,438,2,10,2,0,0,0,,,1,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47440,627,2,11,3,0,0,1,"Can you !#@!!&% believe this? ""Dave's Energy Guide"" sandwich and a ""Cannonball"" jam. ",,5,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47441,147,2,12,3,0,0,1,-&gt; in from &quot;Tweezer.&quot; &quot;DEG&quot; is sandwiched inside the &quot;Tweezer&quot; jam.,,481,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47442,627,2,13,2,0,0,1,"-> in from ""DEG"" as this excellent ""Tweezer"" continues.",,0,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47443,240,2,14,2,0,0,0,,,11,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47444,525,2,15,2,0,0,0,,,2,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47445,545,2,16,1,0,0,0,,,3,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47446,250,2,17,1,0,0,0,,,3,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47447,628,2,18,5,0,0,0,,,5,1,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47448,546,e,19,1,0,0,0,,,3,0,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956341,47449,661,e,20,6,0,0,0,,,5,0,"Sweet Home Alabama, Jam, Ginseng Sullivan, Red River Valley Jam, Dog Log (slow)",,0
1252956540,47504,479,1,1,2,0,0,0,,,5,1,,,0
1252956540,47505,558,1,2,1,0,0,0,,,3,1,,,0
1252956540,47506,582,1,3,2,0,0,0,,,4,1,,,0
1252956540,47507,507,1,4,1,0,0,0,,,4,1,,,0
1252956540,47508,161,1,5,1,0,0,0,,,3,1,,,0
1252956540,47509,108,1,6,2,0,0,0,,,3,1,,,0
1252956540,47510,462,1,7,2,0,0,0,,,4,1,,,0
1252956540,47511,508,1,8,2,0,0,0,,,5,1,,,0
1252956540,47512,529,1,9,1,0,0,1,"Seemingly played at a slower tempo, this is a creepy and spacey version with nice tension. A psychological face melter.",,3,1,,,0
1252956540,47513,105,1,10,4,0,0,0,,,10,0,,,0
1252956540,47514,215,2,11,3,0,0,0,,,2,1,,,0
1252956540,47515,148,2,12,1,0,0,1,"Extremely improvisational. Pretty much leaves ""Bowie"" in the dust following the composed section, only returning at the very end. A+ for exploration.",,4,1,,,0
1252956540,47516,542,2,13,1,0,0,0,,,2,1,,,0
1252956540,47517,690,2,14,1,0,0,1,AMAZING B&D SEGMENT!,,2,1,,,0
1252956540,47518,10,2,15,1,0,0,0,,,4,1,,,0
1252956540,47519,6,2,16,5,0,0,0,,,5,0,,,0
1252956540,47520,609,e,17,6,0,0,0,,,3,1,,,0
1252956796,20832,8,1,1,2,0,0,0,,,4,1,Dog Log,,0
1252956796,20833,490,1,2,1,0,0,0,,,4,1,Dog Log,,0
1252956796,20834,269,1,3,1,0,0,0,,,38,1,Dog Log,,0
1252956796,20835,558,1,4,1,0,0,0,,,1,1,Dog Log,,0
1252956796,20836,607,1,5,1,0,0,0,,,6,1,Dog Log,,0
1252956796,20837,586,1,6,1,0,0,0,,,6,1,Dog Log,,0
1252956796,20838,392,1,7,1,0,0,0,,,5,1,Dog Log,,0
1252956796,20839,195,1,8,3,0,0,0,,,5,1,Dog Log,Trey sang verses through megaphone.,0
1252956796,20840,478,1,9,4,0,0,0,,,3,1,Dog Log,"Lyric changed to ""Suck the deer shit from the side of this hole.""",0
1252956796,20841,21,2,10,2,0,0,0,,,5,0,Dog Log,,0
1252956796,20842,440,2,11,2,0,0,0,,,3,1,Dog Log,,0
1252956796,20843,245,2,12,2,0,0,0,,,7,1,Dog Log,,0
1252956796,20844,588,2,13,2,0,0,0,,,40,1,Dog Log,,0
1252956796,20845,36,2,14,2,0,0,0,,,40,0,Dog Log,,0
1252956796,20846,381,2,15,2,0,0,1,"After a quick, typical 1st jam, the 2nd begins in a driving, rhythmic manner. Downshifting a few of times, the rhythmic pulse remains, but the jamming gets increasingly abstract. By 14:00, a spacey envelope has overtaken, and remains in place until a > to ""Contact.""",,4,1,Dog Log,,0
1252956796,20847,130,2,16,2,0,0,0,,,8,1,Dog Log,,0
1252956796,20848,653,2,17,1,0,0,1,"Good varied play prior to the funky breakdown section, where Mike and Page again jump out in front, before Trey re-takes the con.",,4,1,Dog Log,,0
1252956796,20849,24,2,18,1,0,0,0,,,4,0,Dog Log,,0
1252956796,20850,603,2,19,5,0,0,0,,,5,1,Dog Log,,0
1252956796,20851,696,e,20,2,0,0,0,,,4,0,Dog Log,,0
1252956796,20852,136,e,21,2,0,0,0,,,8,0,Dog Log,,0
1252956796,20853,696,e,22,1,0,0,0,,,0,0,Dog Log,,0
1252956796,20854,234,e,23,6,0,0,0,,,5,1,Dog Log,,0
1252957234,113989,686,1,1,1,0,0,1,"Straightforward, but stretched out with great playing by all, especially Trey.",,5,0,,,0
1252957234,113990,345,1,2,1,0,0,0,,,7,1,,,0
1252957234,113991,297,1,3,2,0,0,1,"Trey plays the original guitar intro, and the instrumental section is richly melodic.",,5,1,,Included the variation with a preceding Trey guitar solo.,0
1252957234,113992,18,1,4,1,0,0,0,,,14,1,,,0
1252957234,113993,307,1,5,2,0,0,1,Highly unusual jam with Mike on the electric drill and Fishman on vacuum.,,4,1,,Fish on vacuum.,0
1252957234,113994,442,1,6,2,0,0,0,,,7,1,,,0
1252957234,113995,529,1,7,1,0,0,1,"Venomous, percussive and deranged ""SOAM"" that gets further and further away from the ranch as it progresses. Despite it's length, the jam here doesn't have multipe movements, sections that vary, etc. It's just sort of continuous chaos.",,2,1,,,0
1252957234,113996,84,1,8,2,0,0,0,,,5,1,,,0
1252957234,113997,110,1,9,4,0,0,0,,,3,1,,,0
1252957234,113998,679,2,10,2,0,0,0,,,11,1,,,0
1252957234,113999,364,2,11,1,0,0,1,"> in from ""Wilson."" Trey wastes no time easing into this one. More like a scene from the Clint Eastwood movie ""High Plains Drifter"": Paint the town red and Burn It Down!",,5,1,,,0
1252957234,114000,609,2,12,1,0,0,0,,,2,1,,,0
1252957234,114001,632,2,13,1,0,0,0,,,9,0,,,0
1252957234,114002,538,2,14,2,0,0,1,"Dissonant and extremely tension filled jam. Seems to be concluding, but then at about 14:10, the jam morphs into a gnarly, experimental jazz-like foray. Unfinished with a > ""Stange Design.""",,3,1,,Unfinished.,0
1252957234,114003,542,2,15,1,0,0,0,,,2,1,,,0
1252957234,114004,10,2,16,1,0,0,0,,,2,1,,,0
1252957234,114005,250,2,17,1,0,0,1,Great interplay between Page and Trey leads builds steadily and bursts into a soaring Trey solo and powerful peak.,,3,1,,,0
1252957234,114006,545,2,18,5,0,0,0,,,3,1,,,0
1252957234,114007,220,e,19,6,0,0,0,,,19,0,,,0
1252957654,33662,483,1,1,2,0,0,0,,,4,1,,,0
1252957654,33663,161,1,2,1,0,0,1,Fantastic workhorse version from the slopes of Sugarbush Mountain in Vermont. Machine Gun Trey burns through the ammo in this one.,,3,1,,,0
1252957654,33664,240,1,3,1,0,0,0,,,4,1,,,0
1252957654,33665,575,1,4,2,0,0,0,,,12,1,,,0
1252957654,33666,318,1,5,1,0,0,0,,,7,1,,,0
1252957654,33667,100,1,6,1,0,0,0,,,762,1,,,0
1252957654,33668,455,1,7,1,0,0,0,,,4,1,,No whistling.,0
1252957654,33669,276,1,8,1,0,0,0,,,6,1,,,0
1252957654,33670,462,1,9,1,0,0,0,,,3,1,,,0
1252957654,33671,661,1,10,4,0,0,0,,,4,0,,,0
1252957654,33672,479,2,11,3,0,0,1,"Breaks away from ""Jim"" at about 8:45 into percussion-driven exploration. The jam gets way out there, with some tension and dissonance, before morphing its way (->) into ""Makisupa."" Not beautiful music, but highly improvisational.",,3,1,,,0
1252957654,33673,359,2,12,3,0,0,1,"Nice segue in from ""Runaway Jim"". It starts with a typical effects laden jam, followed by a second jam after the vocal reprise, starting around 5:30. Trey uses the same effect as he does in early renditions of ""Free."" Gets spacey in the last minute as Fish and Page lead a spammy but cool jam that -> ""SOAMule."" This version has the sound of Summer '95 and is among the very best.",,17,1,,,0
1252957654,33674,490,2,13,1,0,0,0,,,2,1,,,0
1252957654,33675,627,2,14,3,0,0,1,"""Tweezer"" returns to relative normalcy. I say ""relative"" because this is still a great version, too.",,4,1,,,0
1252957654,33676,245,2,15,2,0,0,0,,,2,1,,,0
1252957654,33677,514,2,16,1,0,0,0,,,5,1,,,0
1252957654,33678,10,2,17,1,0,0,0,,,1,1,,,0
1252957654,33679,512,2,18,5,0,0,0,,,6,1,,,0
1252957654,33680,246,e,19,2,0,0,0,,,7,1,,,0
1252957654,33681,628,e,20,6,0,0,0,,,4,1,,,0
1252957959,48682,397,1,1,2,0,0,0,,,6,1,,Trey using his microphone stand as a slide. ,0
1252957959,48683,438,1,2,2,0,0,0,,,5,1,,,0
1252957959,48684,478,1,3,1,0,0,1,Dark and intense jam with healthy doses of tension and dissonance. Dizzying buildup to the peak with ballistic Fish.,,3,1,,,0
1252957959,48685,354,1,4,1,0,0,0,,,12,0,,,0
1252957959,48686,525,1,5,2,0,0,0,,,5,1,,,0
1252957959,48687,307,1,6,1,0,0,0,,,2,1,,,0
1252957959,48688,297,1,7,1,0,0,0,,,2,1,,,0
1252957959,48689,364,1,8,1,0,0,0,,,2,1,,,0
