showid,uniqueid,songid,set,position,transition,isreprise,isjam,isjamchart,jamchart_description,tracktime,gap,is_original,soundcheck,footnote,exclude
1252884542,125788,108,2,24,1,0,0,0,,,1,1,,Carl Gerhard on trumpet.,0
1252884542,125789,250,2,25,1,0,0,0,,,4,1,,,0
1252884542,125790,696,2,26,2,0,0,0,,,4,0,,,0
1252884542,125791,62,2,27,2,0,0,0,,,75,0,,,0
1252884542,125792,696,2,28,2,0,0,0,,,0,0,,,0
1252884542,125793,58,2,29,1,0,0,0,,,3,1,,,0
1252884542,125794,248,2,30,2,0,0,0,,,0,0,,,0
1252884542,125795,58,2,31,5,0,0,0,,,0,1,,,0
1252884542,125796,329,e,32,1,0,0,0,,,12,1,,Carl Gerhard on trumpet.,0
1252884542,125797,234,e,33,6,0,0,0,,,1,1,,,0
1252887609,125867,96,1,1,2,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125868,234,1,2,2,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125869,110,1,3,2,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125870,690,1,4,1,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125871,430,1,5,1,0,0,0,,,6,0,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125872,209,1,6,1,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125873,161,1,7,1,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125874,108,1,8,2,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125875,440,1,9,4,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125876,592,2,10,2,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125877,545,2,11,2,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125878,575,2,12,2,0,0,0,,,3,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125879,538,2,13,1,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125880,556,2,14,1,0,0,0,,,1,0,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125881,403,2,15,2,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125882,239,2,16,1,0,0,0,,,1,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125883,148,2,17,1,0,0,0,,,3,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125884,696,2,18,2,0,0,0,,,1,0,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125885,565,2,19,2,0,0,0,,,4,0,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125886,696,2,20,2,0,0,0,,,0,0,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125887,586,2,21,5,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125888,158,e,22,2,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887609,125889,479,e,23,6,0,0,0,,,2,1,"Take the âAâ Train, Caravan, Guelah Papyrus, Paul and Silas, Jam",,0
1252887871,78336,161,1,1,1,0,0,0,,,1,1,,,0
1252887871,78337,584,1,2,2,0,0,0,,,2,1,,,0
1252887871,78338,110,1,3,2,0,0,0,,,1,1,,,0
1252887871,78339,84,1,4,2,0,0,0,,,3,1,,,0
1252887871,78340,690,1,5,1,0,0,0,,,1,1,,,0
1252887871,78341,108,1,6,1,0,0,0,,,1,1,,,0
1252887871,78342,603,1,7,1,0,0,0,,,3,1,,,0
1252887871,78343,345,1,8,4,0,0,0,,,3,1,,,0
1252887871,78344,592,2,9,2,0,0,0,,,1,1,,,0
1252887871,78345,8,2,10,3,0,0,0,,,4,1,,,0
1252887871,78346,195,2,11,2,0,0,0,,,4,1,,,0
1252887871,78347,209,2,12,1,0,0,0,,,1,1,,,0
1252887871,78348,455,2,13,1,0,0,0,,,2,1,,,0
1252887871,78349,158,2,14,2,0,0,0,,,1,1,,,0
1252887871,78350,602,2,15,1,0,0,0,,,6,1,,,0
1252887871,78351,365,2,16,1,0,0,0,,,6,1,,,0
1252887871,78352,276,2,17,1,0,0,0,,,2,1,,,0
1252887871,78353,234,2,18,5,0,0,0,,,1,1,,,0
1252887871,78354,440,e,19,6,0,0,0,,,1,1,,,0
1252888720,125934,592,1,1,2,0,0,0,,,1,1,Alumni Blues,,0
1252888720,125935,545,1,2,2,0,0,0,,,2,1,Alumni Blues,Giant Country Horns.,0
1252888720,125936,161,1,3,1,0,0,0,,,1,1,Alumni Blues,Giant Country Horns.,0
1252888720,125937,206,1,4,1,0,0,0,,,350,1,Alumni Blues,Giant Country Horns.,0
1252888720,125938,403,1,5,1,0,0,0,,,2,1,Alumni Blues,,0
1252888720,125939,538,1,6,1,0,0,0,,,2,1,Alumni Blues,Giant Country Horns.,0
1252888720,125940,586,1,7,1,0,0,0,,,2,1,Alumni Blues,Giant Country Horns.,0
1252888720,125941,584,1,8,4,0,0,0,,,1,1,Alumni Blues,Giant Country Horns.,0
1252888720,125942,158,2,9,2,0,0,0,,,1,1,Alumni Blues,Giant Country Horns.,0
1252888720,125943,108,2,10,2,0,0,0,,,1,1,Alumni Blues,Giant Country Horns.,0
1252888720,125944,588,2,11,2,0,0,0,,,3,1,Alumni Blues,,0
1252888720,125945,36,2,12,2,0,0,0,,,3,0,Alumni Blues,Giant Country Horns.,0
1252888720,125946,588,2,13,2,0,0,0,,,0,1,Alumni Blues,,0
1252888720,125947,381,2,14,2,0,0,0,,,3,1,Alumni Blues,Giant Country Horns.,0
1252888720,125948,273,2,15,2,0,0,0,,,3,1,Alumni Blues,Giant Country Horns.,0
1252888720,125949,653,2,16,1,0,0,0,,,3,1,Alumni Blues,Giant Country Horns.,0
1252888720,125950,696,2,17,2,0,0,0,,,2,0,Alumni Blues,,0
1252888720,125951,618,2,18,2,0,0,0,,,528,0,Alumni Blues,Phish debut; Giant Country Horns.,0
1252888720,125952,696,2,19,1,0,0,0,,,0,0,Alumni Blues,,0
1252888720,125953,213,2,20,5,0,0,0,,,220,0,Alumni Blues,Giant Country Horns.,0
1252888720,125954,130,e,21,2,0,0,0,,,23,1,Alumni Blues,Giant Country Horns.,0
1252888720,125955,58,e,22,6,0,0,0,,,3,1,Alumni Blues,Giant Country Horns.,0
1252888969,125956,158,1,1,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252888969,125957,84,1,2,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252888969,125958,96,1,3,2,0,0,0,,,3,1,,Giant Country Horns.,0
1252888969,125959,206,1,4,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252888969,125960,455,1,5,1,0,0,0,,,2,1,,,0
1252888969,125961,584,1,6,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252888969,125962,48,1,7,1,0,0,0,,,6,1,,Giant Country Horns.,0
1252888969,125963,171,1,8,1,0,0,0,,,14,0,,Giant Country Horns.,0
1252888969,125964,8,1,9,2,0,0,1,"Giant Country Horns (who also played on 7/14/91, 7/21/91, and 7/25/91). Horns are a great addition. This version was released on Live Phish Vol. 19.",,2,1,,Giant Country Horns.,0
1252888969,125965,472,1,10,1,0,0,0,,,4,0,,,0
1252888969,125966,108,1,11,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252888969,125967,148,1,12,4,0,0,0,,,3,1,,Giant Country Horns.,0
1252888969,125968,234,2,13,1,0,0,0,,,2,1,,,0
1252888969,125969,603,2,14,1,0,0,0,,,2,1,,,0
1252888969,125970,390,2,15,1,0,0,0,,,525,0,,Phish debut; Giant Country Horns,0
1252888969,125971,627,2,16,2,0,0,0,,,5,1,,Giant Country Horns.,0
1252888969,125972,403,2,17,1,0,0,0,,,1,1,,,0
1252888969,125973,240,2,18,2,0,0,0,,,70,1,,Giant Country Horns.,0
1252888969,125974,381,2,19,2,0,0,1,"Giant Country Horns version, definitely worth checking out if you haven't heard ""Mike's"" avec horns before. GCH also performed on ""Mike's"" in 1991 on July 11, 14, 15, 18, 21, 23, 25, and 27.",,1,1,,Giant Country Horns.,0
1252888969,125975,273,2,20,2,0,0,0,,,1,1,,,0
1252888969,125976,653,2,21,1,0,0,1,"Great jazzy Mike in the intro, then from about 3:00 - 3:45, the jam takes on an atypical but melodic and uplifting feel. ",,1,1,,Giant Country Horns.,0
1252888969,125977,696,2,22,2,0,0,0,,,1,0,,,0
1252888969,125978,618,2,23,2,0,0,0,,,1,0,,"Giant Country Horns, Fish on trombone.",0
1252888969,125979,696,2,24,2,0,0,0,,,0,0,,,0
1252888969,125980,592,2,25,2,0,0,0,,,1,1,,,0
1252888969,125981,545,2,26,5,0,0,0,,,1,1,,Giant Country Horns.,0
1252888969,125982,546,e,27,1,0,0,0,,,5,0,,Without microphones.,0
1252888969,125983,213,e,28,7,0,0,0,,,1,0,,Giant Country Horns.,0
1252888969,125984,195,e2,29,2,0,0,0,,,2,1,,,0
1252888969,125985,628,e2,30,6,0,0,0,,,7,1,,Giant Country Horns.,0
1252890183,150877,575,1,1,2,0,0,0,,,4,1,,,0
1252890183,150878,479,1,2,1,0,0,0,,,4,1,,,0
1252890183,150879,209,1,3,1,0,0,0,,,3,1,,,0
1252890183,150880,345,1,4,1,0,0,0,,,3,1,,,0
1252890183,150881,592,1,5,2,0,0,0,,,1,1,,,0
1252890183,150882,545,1,6,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252890183,150883,22,1,7,2,0,0,0,,,19,1,,Giant Country Horns.,0
1252890183,150884,335,1,8,2,0,0,0,,,19,1,,,0
1252890183,150885,22,1,9,1,0,0,0,,,0,1,,Giant Country Horns.,0
1252890183,150886,588,1,10,2,0,0,0,,,2,1,,,0
1252890183,150887,36,1,11,2,0,0,0,,,2,0,,Giant Country Horns.,0
1252890183,150888,588,1,12,1,0,0,0,,,0,1,,,0
1252890183,150889,529,1,13,1,0,0,0,,,10,1,,Giant Country Horns; Charlie Chan and Oom Pa Pa signals.,0
1252890183,150890,84,1,14,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252890183,150891,213,1,15,4,0,0,0,,,1,0,,Giant Country Horns.,0
1252890183,150892,110,2,16,1,0,0,0,,,3,1,,,0
1252890183,150893,239,2,17,2,0,0,0,,,4,1,,,0
1252890183,150894,161,2,18,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252890183,150895,206,2,19,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252890183,150896,430,2,20,2,0,0,0,,,4,0,,,0
1252890183,150897,586,2,21,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252890183,150898,538,2,22,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252890183,150899,696,2,23,2,0,0,0,,,1,0,,,0
1252890183,150900,299,2,24,2,0,0,0,,,22,0,,Giant Country Horns.,0
1252890183,150901,696,2,25,1,0,0,0,,,0,0,,,0
1252890183,150902,690,2,26,5,0,0,0,,,3,1,,Giant Country Horns.,0
1252890183,150903,584,e,27,6,0,0,0,,,1,1,,Giant Country Horns.,0
1252898374,126088,455,1,1,1,0,0,1,"Trey's poised and passionate soloing belies this stellar show-opening version's early date. After weaving through multiple expressive phrases, he heartily peaks the jam with a strong assist from Fish. ",,2,1,,,0
1252898374,126089,345,1,2,1,0,0,0,,,1,1,,,0
1252898374,126090,603,1,3,2,0,0,0,,,2,1,,,0
1252898374,126091,234,1,4,1,0,0,0,,,2,1,,,0
1252898374,126092,239,1,5,1,0,0,0,,,1,1,,,0
1252898374,126093,403,1,6,1,0,0,0,,,2,1,,,0
1252898374,126094,126,1,7,2,0,0,0,,,7,1,,,0
1252898374,126095,695,1,8,2,0,0,0,,,7,1,,,0
1252898374,126096,602,1,9,1,0,0,0,,,4,1,,,0
1252898374,126097,276,1,10,2,0,0,0,,,4,1,,Fish on trombone.,0
1252898374,126098,440,1,11,4,0,0,1,"Awesome and very improvisational version with a different approach to the jam, a ""DEG"" tease and a roaring peak.",,4,1,,Charlie Chan and Oom Pa Pa signals.,0
1252898374,126099,545,2,12,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252898374,126100,103,2,13,2,0,0,0,,,58,0,,Giant Country Horns.,0
1252898374,126101,161,2,14,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252898374,126102,240,2,15,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126103,158,2,16,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126104,84,2,17,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252898374,126105,529,2,18,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252898374,126106,357,2,19,2,0,0,1,"Giant Country Horns. This fun version includes great Page soloing with strong Mike backing, then Dave Grippo leads the horn section. And Fish seems to love the jazz drumming action. Other horn versions not included on this chart: 1991 - 2/8, 4/16, 5/16, 7/19, 7/25, 11/20; 1994 4/15, 5/4.",,6,1,,Giant Country Horns.,0
1252898374,126107,108,2,20,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126108,478,2,21,4,0,0,0,,,8,1,,Giant Country Horns.,0
1252898374,126109,8,3,22,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126110,584,3,23,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252898374,126111,187,3,24,2,0,0,0,,,11,1,,,0
1252898374,126112,110,3,25,1,0,0,0,,,1,1,,,0
1252898374,126113,48,3,26,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126114,381,3,27,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126115,273,3,28,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126116,653,3,29,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252898374,126117,696,3,30,2,0,0,0,,,1,0,,Giant Country Horns.,0
1252898374,126118,618,3,31,1,0,0,0,,,2,0,,Giant Country Horns and Fish on trombone.,0
1252898374,126119,250,3,32,5,0,0,1,"A little ""Theme from Jeopardy"" teasing kicks off a strong jam with creative playing by Trey and solid backing from Page and Mike.",,6,1,,,0
1252898374,126120,130,e,33,2,0,0,0,,,3,1,,Giant Country Horns.,0
1252898374,126121,58,e,34,6,0,0,0,,,3,1,,Giant Country Horns.,0
1252899045,126192,592,1,1,2,0,0,0,,,2,1,,,0
1252899045,126193,545,1,2,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899045,126194,584,1,3,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899045,126195,158,1,4,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899045,126196,538,1,5,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252899045,126197,84,1,6,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899045,126198,381,1,7,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899045,126199,273,1,8,2,0,0,0,,,1,1,,,0
1252899045,126200,653,1,9,1,0,0,0,,,1,1,,,0
1252899045,126201,206,1,10,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252899045,126202,586,1,11,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252899045,126203,108,1,12,2,0,0,0,,,1,1,,Giant Country Horns; Trey botched lyrics.,0
1252899045,126204,603,1,13,1,0,0,0,,,1,1,,,0
1252899045,126205,213,1,14,5,0,0,0,,,2,0,,Giant Country Horns.,0
1252899045,126206,103,e,15,2,0,0,0,,,1,0,,Giant Country Horns.,0
1252899045,126207,130,e,16,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899045,126208,22,e,17,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252899045,126209,335,e,18,2,0,0,0,,,2,1,,,0
1252899045,126210,22,e,19,6,0,0,0,,,0,1,,,0
1252899808,126211,110,1,1,1,0,0,0,,,2,1,,,0
1252899808,126212,209,1,2,1,0,0,0,,,3,1,,,0
1252899808,126213,479,1,3,1,0,0,0,,,3,1,,,0
1252899808,126214,239,1,4,1,0,0,0,,,2,1,,,0
1252899808,126215,545,1,5,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126216,538,1,6,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126217,556,1,7,1,0,0,0,,,7,0,,Giant Country Horns.,0
1252899808,126218,108,1,8,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126219,381,1,9,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126220,273,1,10,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126221,653,1,11,4,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126222,345,2,12,1,0,0,0,,,2,1,,,0
1252899808,126223,455,2,13,1,0,0,0,,,2,1,,,0
1252899808,126224,438,2,14,1,0,0,0,,,8,1,,Giant Country Horns.,0
1252899808,126225,529,2,15,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252899808,126226,586,2,16,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126227,584,2,17,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126228,276,2,18,2,0,0,0,,,2,1,,,0
1252899808,126229,440,2,19,5,0,0,0,,,2,1,,Giant Country Horns.,0
1252899808,126230,22,e,20,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252899808,126231,335,e,21,2,0,0,0,,,1,1,,,0
1252899808,126232,22,e,22,6,0,0,0,,,0,1,,Giant Country Horns.,0
1252900136,126233,234,1,1,1,0,0,0,,,3,1,,Giant Country Horns.,0
1252900136,126234,584,1,2,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252900136,126235,84,1,3,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252900136,126236,148,1,4,1,0,0,0,,,5,1,,Giant Country Horns.,0
1252900136,126237,195,1,5,2,0,0,0,,,5,1,,,0
1252900136,126238,108,1,6,1,0,0,0,,,1,1,,Giant Country Horns.,0
1252900136,126239,603,1,7,1,0,0,0,,,2,1,,,0
1252900136,126240,690,1,8,1,0,0,0,,,4,1,,Giant Country Horns.,0
1252900136,126241,240,1,9,1,0,0,0,,,3,1,,Giant Country Horns; Fish on trombone.,0
1252900136,126242,618,1,10,4,0,0,0,,,3,0,,Giant Country Horns; Fish on cowbell.,0
1252900136,126243,545,2,11,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252900136,126244,161,2,12,1,0,0,0,,,3,1,,Giant Country Horns.,0
1252900136,126245,276,2,13,1,0,0,0,,,1,1,,Mimi Fishman on vacuum.,0
1252900136,126246,403,2,14,1,0,0,0,,,3,1,,,0
1252900136,126247,357,2,15,2,0,0,0,,,3,1,,Giant Country Horns.,0
1252900136,126248,627,2,16,1,0,0,1,"Giant Country Horns, and Fishman vocalizations (and improvised lyrics) over the jam, help make this an atypically fierce version.",,5,1,,Giant Country Horns; impromptu rapping.,0
1252900136,126249,590,2,17,1,0,0,0,,,26,1,,Giant Country Horns.,0
1252900136,126250,58,2,18,5,0,0,0,,,3,1,,Giant Country Horns.,0
1252900136,126251,329,e,19,2,0,0,0,,,9,1,,Carl Gerhard on trumpet.,0
1252900136,126252,479,e,20,6,0,0,0,,,1,1,,"Sung as ""Runaway Yim.""",0
1252900480,126345,110,1,1,1,0,2,0,,,2,1,,,0
1252900480,126346,209,1,2,1,0,2,0,,,2,1,,,0
1252900480,126347,603,1,3,2,0,2,0,,,1,1,,,0
1252900480,126348,345,1,4,1,0,2,0,,,2,1,,,0
1252900480,126349,592,1,5,2,0,2,0,,,3,1,,,0
1252900480,126350,545,1,6,1,0,2,0,,,1,1,,Giant Country Horns.,0
1252900480,126351,584,1,7,1,0,2,0,,,1,1,,Giant Country Horns; Dave Grippo and Rene Lopez on percussion.,0
1252900480,126352,48,1,8,1,0,2,0,,,4,1,,Giant Country Horns.,0
1252900480,126353,403,1,9,1,0,2,0,,,1,1,,,0
1252900480,126354,148,1,10,4,0,2,0,,,1,1,,Giant Country Horns.,0
1252900480,126355,96,2,11,2,0,2,0,,,6,1,,,0
1252900480,126356,455,2,12,1,0,2,0,,,2,1,,Carl Gerhard whistled with the band.,0
1252900480,126357,103,2,13,1,0,2,0,,,3,0,,Giant Country Horns; Dave Grippo on percussion.,0
1252900480,126358,158,2,14,1,0,2,0,,,3,1,,Giant Country Horns.,0
1252900480,126359,206,2,15,1,0,2,0,,,3,1,,Giant Country Horns.,0
1252900480,126360,234,2,16,1,0,2,0,,,1,1,,Giant Country Horns.,0
1252900480,126361,538,2,17,1,0,2,0,,,2,1,,Giant Country Horns.,0
1252900480,126362,588,2,18,2,0,2,0,,,5,1,,,0
1252900480,126363,36,2,19,2,0,2,0,,,5,0,,Giant Country Horns.,0
1252900480,126364,588,2,20,1,0,2,0,,,0,1,,,0
1252900480,126365,690,2,21,1,0,2,0,,,1,1,,Giant Country Horns; vocal jam based on burgers.,0
1252900480,126366,472,2,22,5,0,2,0,,,6,0,,,0
1252900480,126367,440,e,23,6,0,2,0,,,2,1,,Giant Country Horns; Charlie Chan and Oom Pa Pa signals.,0
1252900832,126368,108,1,1,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252900832,126369,161,1,2,1,0,0,0,,,2,1,,Giant Country Horns.,0
1252900832,126370,239,1,3,1,0,0,0,,,3,1,,,0
1252900832,126371,438,1,4,1,0,0,0,,,3,1,,,0
1252900832,126372,529,1,5,1,0,0,0,,,3,1,,Giant Country Horns.,0
1252900832,126373,586,1,6,1,0,0,0,,,3,1,,Giant Country Horns.,0
1252900832,126374,584,1,7,2,0,0,0,,,1,1,,Giant Country Horns.,0
1252900832,126375,84,1,8,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252900832,126376,381,1,9,2,0,0,0,,,3,1,,Giant Country Horns.,0
1252900832,126377,273,1,10,2,0,0,0,,,3,1,,,0
1252900832,126378,653,1,11,4,0,0,0,,,3,1,,Giant Country Horns.,0
1252900832,126379,627,2,12,2,0,0,0,,,2,1,,Giant Country Horns.,0
1252900832,126380,276,2,13,1,0,0,0,,,2,1,,,0
1252900832,126381,479,2,14,1,0,0,0,,,2,1,,,0
1252900832,126382,329,2,15,1,0,0,0,,,2,1,,Carl Gerhard on trumpet.,0
1252900832,126383,602,2,16,1,0,0,0,,,5,1,,,0
1252900832,126384,187,2,17,2,0,0,0,,,5,1,,,0
1252900832,126385,8,2,18,2,0,0,0,,,5,1,,Giant Country Horns.,0
1252900832,126386,130,2,19,2,0,0,0,,,4,1,,Giant Country Horns.,0
1252900832,126387,628,2,20,5,0,0,0,,,7,1,,Giant Country Horns.,0
1252900832,126388,240,e,21,1,0,0,1,"With the Giant Country Horns, this widely-circulated Arrowhead Ranch version is must hear.",6:36,2,1,,"Giant Country Horns, Stevo Nelson on washboard.",0
1252900832,126389,618,e,22,7,0,0,0,,,2,0,,"Giant Country Horns, Stevo Nelson on washboard.",0
1252900832,126390,195,e2,23,2,0,0,0,,,2,1,,,0
1252900832,126391,545,e2,24,6,0,0,0,,,1,1,,"Giant Country Horns, Stevo Nelson on washboard.",0
1252901169,126464,110,1,1,1,0,0,0,,,2,1,Poor Heart,,0
1252901169,126465,209,1,2,1,0,0,0,,,2,1,Poor Heart,,0
1252901169,126466,603,1,3,1,0,0,0,,,2,1,Poor Heart,,0
1252901169,126467,403,1,4,2,0,0,0,,,2,1,Poor Heart,,0
1252901169,126468,592,1,5,2,0,0,0,,,2,1,Poor Heart,,0
1252901169,126469,545,1,6,1,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126470,538,1,7,1,0,0,0,,,2,1,Poor Heart,Giant Country Horns.,0
1252901169,126471,206,1,8,1,0,0,0,,,2,1,Poor Heart,Giant Country Horns.,0
1252901169,126472,84,1,9,2,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126473,381,1,10,2,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126474,273,1,11,2,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126475,653,1,12,4,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126476,345,2,13,1,0,0,0,,,2,1,Poor Heart,,0
1252901169,126477,455,2,14,1,0,0,0,,,2,1,Poor Heart,,0
1252901169,126478,108,2,15,2,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126479,586,2,16,1,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126480,584,2,17,2,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126481,627,2,18,1,0,0,0,,,1,1,Poor Heart,Giant Country Horns.,0
1252901169,126482,546,2,19,1,0,0,0,,,8,0,Poor Heart,,0
1252901169,126483,158,2,20,2,0,0,0,,,2,1,Poor Heart,Giant Country Horns.,0
1252901169,126484,240,2,21,2,0,0,0,,,1,1,Poor Heart,"Giant Country Horns, Fish on trombone.",0
1252901169,126485,618,2,22,5,0,0,0,,,1,0,Poor Heart,Giant Country Horns.,0
1252901169,126486,103,e,23,1,0,0,0,,,2,0,Poor Heart,Giant Country Horns.,0
1252901169,126487,234,e,24,6,0,0,0,,,2,1,Poor Heart,,0
1252901654,19887,234,1,1,2,0,0,0,,,1,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",,0
1252901654,19888,110,1,2,1,0,0,0,,,1,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",,0
1252901654,19889,603,1,3,2,0,0,0,,,1,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",,0
1252901654,19890,96,1,4,2,0,0,0,,,3,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",Giant Country Horns.,0
1252901654,19891,529,1,5,1,0,0,0,,,2,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",Giant Country Horns.,0
1252901654,19892,48,1,6,1,0,0,0,,,3,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",Giant Country Horns.,0
1252901654,19893,584,1,7,1,0,0,0,,,1,1,"Poor Heart (x2), Gimme Three Steps, Jazz Jam, Dinner and a Movie Intro (x3), Sesame Street Theme -> Jam -> Superstition, Caravan, Poor Heart -> Funky Bitch -> I'm Bad I'm Nationwide",Giant Country Horns.,0
